ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,LGA_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH,PED_OR_CYC,nearest_school,dist_to_gate_m
T20220005572,2022-12-03,09:35:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,49779,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,GEELONG,-38.11156,144.34981,3215.0,True,Preston HS,70816.7
T20230021382,2023-12-09,15:00:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38018,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,DAREBIN,-37.76087,145.01291,3071.0,True,Preston HS,2192.0
T20220022383,2022-04-10,17:00:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,2,751935,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,STONNINGTON,-37.851776,145.00804,3181.0,True,Preston HS,12240.2
T20240008711,2024-07-04,09:12:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,801089,2,1,0,0,2,3,1,2,T intersection,1,80,Arterial Highway,KINGSTON,-37.93591,145.03676,3189.0,True,Preston HS,21751.7
T20220008627,2022-06-04,16:30:00,8,No collision and no object struck,3,Wednesday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,711839,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,YARRA RANGES,-37.7514,145.35092,3140.0,True,Reservoir HS,28456.5
T20250020485,2025-03-08,10:13:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE,1,38864,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,BOROONDARA,-37.800247,145.02037,3101.0,True,Preston HS,6613.8
T20250022167,2025-09-06,14:30:00,8,No collision and no object struck,1,Monday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,9,821514,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,YARRA RANGES,-37.609123,145.5174,3777.0,True,Reservoir HS,44762.7
T20210022872,2021-12-11,09:54:00,2,Struck Pedestrian,5,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,697024,1,0,0,2,1,3,1,2,T intersection,3,50,Local Road,MORELAND,-37.77017,144.94997,3055.0,True,Preston HS,5936.9
T20220012970,2022-09-04,17:00:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,2,779655,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other,YARRA,-37.814674,145.00919,3121.0,True,Preston HS,8116.4
T20240014945,2024-12-06,07:15:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,41372,1,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,GLEN EIRA,-37.87918,145.04445,3145.0,True,Preston HS,15635.2
T20230019676,2023-08-07,14:30:00,5,collision with some other object,6,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,1,779443,1,0,0,1,0,1,2,4,Multiple intersection,3,80,,MANSFIELD,-36.95241,145.73528,3715.0,True,William Ruthven SC,105067.2
T20230000133,2023-03-01,12:30:00,1,Collision with vehicle,2,Tuesday,153,CUTTING IN (OVERTAKING),1,780702,2,0,0,1,1,2,2,2,T intersection,3,40,Local Road,WYNDHAM,-37.8684,144.71045,3029.0,True,Preston HS,29626.4
T20210015985,2021-09-07,19:25:00,1,Collision with vehicle,5,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,688491,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,MORELAND,-37.771145,144.97176,3057.0,True,Preston HS,4513.6
T20240003908,2024-05-02,16:10:00,1,Collision with vehicle,1,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),1,798241,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,DANDENONG,-37.97865,145.22197,3175.0,True,Preston HS,32404.1
T20220005000,2022-06-03,03:08:00,2,Struck Pedestrian,1,Sunday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,3,708861,1,0,1,0,1,2,1,5,Not at intersection,2,40,Arterial Other,MELBOURNE,-37.817627,144.95349,3008.0,True,Preston HS,9668.4
T20240019725,2024-04-08,22:00:00,2,Struck Pedestrian,1,Sunday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,808620,1,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,WYNDHAM,-37.84523,144.65332,3029.0,True,Preston HS,33149.4
T20250018581,2025-12-07,15:48:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,41101,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,PORT PHILLIP,-37.889362,144.98772,3184.0,True,Preston HS,16507.3
T20230005397,2023-06-03,14:27:00,2,Struck Pedestrian,2,Monday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,65690,1,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other,MELBOURNE,-37.809414,144.95187,3003.0,True,Preston HS,8958.6
T20230025958,2023-05-11,18:07:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,796387,1,5,5,2,0,12,1,2,T intersection,1,50,Arterial Highway,HEPBURN,-37.341278,144.14328,3460.0,True,William Ruthven SC,85494.8
T20240026336,2024-05-10,16:50:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,809884,1,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,MELBOURNE,-37.811142,144.96173,3000.0,True,Preston HS,8690.4
T20220010614,2022-06-05,17:00:00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING,1,718443,2,0,0,1,2,3,2,5,Not at intersection,3,999,Arterial Other,PORT PHILLIP,-37.867958,144.97502,3182.0,True,Preston HS,14319.4
T20250003385,2025-08-02,13:24:00,1,Collision with vehicle,7,Saturday,152,PULLING OUT (OVERTAKING),1,36259,2,0,0,1,2,3,1,2,T intersection,3,50,Local Road,WHITTLESEA,-37.67819,144.99327,3074.0,True,William Ruthven SC,2212.4
T20250011747,2025-02-05,17:00:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,819757,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,MOIRA,-36.099014,145.26648,3638.0,True,William Ruthven SC,179175.1
T20240014539,2024-09-05,20:30:00,6,Vehicle overturned (no collision),4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,42430,1,0,0,1,0,1,2,1,Cross intersection,3,60,Local Road,KINGSTON,-37.935043,145.12738,3169.0,True,Preston HS,23953.3
T20210017263,2021-10-08,10:12:00,2,Struck Pedestrian,3,Tuesday,105,PED WALKING AGAINST TRAFFIC.,1,691567,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,WANGARATTA,-36.352337,146.3261,3677.0,True,William Ruthven SC,190094.1
T20220015969,2022-11-07,08:40:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,36847,2,0,0,1,1,2,2,2,T intersection,3,40,Local Road,MELBOURNE,-37.810677,144.95595,3003.0,True,Preston HS,8890.3
T20240028904,2024-09-11,11:30:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37430,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,PORT PHILLIP,-37.866783,145.0027,3183.0,True,Preston HS,13914.0
T20240003713,2024-05-01,12:45:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,798517,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,YARRA,-37.797974,144.97508,3065.0,True,Preston HS,6861.2
T20230009800,2023-04-04,15:43:00,2,Struck Pedestrian,3,Tuesday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,770988,1,0,1,1,0,2,1,5,Not at intersection,2,50,Local Road,CASEY,-38.102444,145.32074,3977.0,True,Preston HS,48640.5
T20220019784,2022-01-09,18:55:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,3,742482,2,1,0,0,1,2,1,1,Cross intersection,1,80,Arterial Highway,CORANGAMITE,-38.23674,142.93056,3264.0,True,Preston HS,190116.9
T20220002984,2022-11-02,10:50:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,707116,1,0,2,0,0,2,1,5,Not at intersection,2,100,Arterial Other,WODONGA,-36.217724,146.8752,3691.0,True,William Ruthven SC,233897.5
T20240014259,2024-04-06,12:20:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,805925,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,GLEN EIRA,-37.88832,145.03311,3162.0,True,Preston HS,16462.7
T20220002485,2022-05-02,16:10:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,715144,1,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,WYNDHAM,-37.88926,144.66212,3030.0,True,Preston HS,34460.9
T20240025383,2024-06-10,15:00:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,29450,2,0,1,0,0,1,1,2,T intersection,2,60,Local Road,WYNDHAM,-37.86159,144.67357,3029.0,True,Preston HS,32193.6
T20250017926,2025-05-07,14:45:00,2,Struck Pedestrian,7,Saturday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,42460,2,0,0,2,1,3,1,1,Cross intersection,3,80,Arterial Other,DANDENONG,-37.9605,145.13658,3172.0,True,Preston HS,26854.5
T20250014751,2025-02-06,12:16:00,2,Struck Pedestrian,2,Monday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,821923,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,WHITEHORSE,-37.83465,145.16296,3131.0,True,Reservoir HS,17134.0
T20210025296,2021-10-12,15:39:00,8,No collision and no object struck,5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,703332,1,0,1,0,0,1,1,5,Not at intersection,2,999,Local Road,CASEY,-37.987717,145.26053,3802.0,True,Preston HS,35260.1
T20210002258,2021-06-01,12:00:00,2,Struck Pedestrian,4,Wednesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,1,81012,1,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,STONNINGTON,-37.8479,144.99397,3181.0,True,Preston HS,11865.1
T20230013624,2023-10-04,14:50:00,6,Vehicle overturned (no collision),2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,775826,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,CASEY,-38.223534,145.3081,3980.0,True,Preston HS,59720.0
T20230025922,2023-05-11,18:00:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,803825,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,MOORABOOL,-37.619324,144.15437,3342.0,True,William Ruthven SC,75195.5
T20210007272,2021-10-03,22:38:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,57544,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway,STONNINGTON,-37.887035,145.0782,3145.0,True,Preston HS,17325.4
T20220005078,2022-06-03,22:45:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,711489,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,DAREBIN,-37.784,144.99611,3070.0,True,Preston HS,4801.7
T20210025156,2021-06-12,13:43:00,2,Struck Pedestrian,1,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,9,29623,1,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway,WHITEHORSE,-37.862015,145.16922,3150.0,True,Preston HS,19541.4
T20240017642,2024-12-07,19:30:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,806846,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,BALLARAT,-37.564384,143.85912,3350.0,True,William Ruthven SC,101797.6
T20220019817,2022-02-08,12:50:00,7,Fall from or in moving vehicle,3,Tuesday,190,FELL IN/FROM VEHICLE,1,782463,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,KINGSTON,-37.981956,145.0647,3194.0,True,Preston HS,27189.6
T20240008950,2024-07-04,15:15:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,801318,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,WELLINGTON,-37.822186,147.12886,3862.0,True,Reservoir HS,184859.7
T20230018579,2023-09-08,19:47:00,1,Collision with vehicle,4,Wednesday,140,U TURN,3,53496,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,MILDURA,-34.196613,142.15875,3500.0,True,William Ruthven SC,465783.5
T20250017937,2025-06-07,03:30:00,8,No collision and no object struck,0,Sunday,170,OFF CARRIAGEWAY TO LEFT,9,46118,1,0,0,1,0,1,1,1,Cross intersection,3,50,Local Road,BRIMBANK,-37.78781,144.83353,3020.0,True,Preston HS,16095.8
T20250011599,2025-01-05,13:15:00,1,Collision with vehicle,4,Thursday,137,LEFT TURN SIDESWIPE,1,65003,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway,YARRA,-37.794052,144.9882,3068.0,True,Preston HS,6053.7
T20250014641,2025-01-06,08:45:00,1,Collision with vehicle,1,Sunday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,54115,2,0,1,0,1,2,1,4,Multiple intersection,2,50,Arterial Other,MAROONDAH,-37.773792,145.24818,3134.0,True,Reservoir HS,20066.7
T20230005611,2023-08-03,19:52:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,65471,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,MELBOURNE,-37.80423,144.9603,3053.0,True,Preston HS,8078.7
T20220002894,2022-10-02,12:00:00,1,Collision with vehicle,5,Thursday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,707801,2,0,1,0,1,2,1,1,Cross intersection,2,40,Arterial Other,MELBOURNE,-37.81532,144.95523,3000.0,True,Preston HS,9369.9
T20220027269,2022-01-12,18:38:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,42030,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,BAYSIDE,-37.941826,145.00017,3188.0,True,Preston HS,22261.3
T20240031497,2024-08-12,18:23:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,813279,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,LATROBE,-38.378517,146.34283,3869.0,True,Reservoir HS,136193.7
T20220015071,2022-05-07,12:15:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,782030,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,MELBOURNE,-37.80389,144.95714,3051.0,True,Preston HS,8191.6
T20220028218,2022-11-12,12:00:00,2,Struck Pedestrian,1,Sunday,104,PED WALKING WITH TRAFFIC,1,741086,1,0,0,1,1,2,2,5,Not at intersection,3,888,Local Road,MELBOURNE,-37.808365,144.95975,3000.0,True,Preston HS,8501.1
T20230005592,2023-08-03,17:40:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,40373,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,STONNINGTON,-37.84985,145.04285,3146.0,True,Preston HS,12429.2
T20240017656,2024-12-07,17:28:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,806734,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Other,MAROONDAH,-37.802814,145.28925,3136.0,True,Reservoir HS,24530.0
T20250003119,2025-06-02,05:42:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,808692,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Other,YARRA RANGES,-37.806553,145.35146,3765.0,True,Reservoir HS,29816.5
T20210000503,2021-08-01,14:50:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,674572,2,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway,BANYULE,-37.740715,145.0738,3084.0,True,Reservoir HS,4403.8
T20230026175,2023-08-11,17:00:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,787876,1,0,0,1,2,3,1,5,Not at intersection,3,40,Local Road,MELBOURNE,-37.813725,144.94057,3008.0,True,Preston HS,9916.2
T20240003010,2024-02-02,12:30:00,6,Vehicle overturned (no collision),5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,799225,1,0,1,0,0,1,2,4,Multiple intersection,2,999,Local Road,COLAC OTWAY,-38.45718,143.53287,3249.0,True,Preston HS,151557.5
T20220000295,2022-05-01,16:50:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,701276,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,WHITTLESEA,-37.642864,145.02078,3076.0,True,William Ruthven SC,6170.5
T20220004678,2022-02-03,17:11:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,41948,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,MORELAND,-37.735897,144.93767,3044.0,True,Preston HS,6139.3
T20250009370,2025-01-04,11:00:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,818827,2,0,1,0,1,2,2,5,Not at intersection,2,60,Local Road,SHEPPARTON,-36.364174,145.41559,3630.0,True,William Ruthven SC,152612.0
T20220028029,2022-10-12,08:30:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,73145,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,GEELONG,-38.25934,144.55035,3226.0,True,Preston HS,70105.0
T20250019177,2025-04-07,13:00:00,2,Struck Pedestrian,5,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,820425,1,0,0,2,0,2,2,5,Not at intersection,3,50,Local Road,DAREBIN,-37.77014,145.01846,3078.0,True,Preston HS,3316.3
T20240031702,2024-10-12,18:25:00,2,Struck Pedestrian,2,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,38756,1,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,MARIBYRNONG,-37.816017,144.89445,3013.0,True,Preston HS,12896.0
T20250015173,2025-06-06,13:30:00,2,Struck Pedestrian,5,Friday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,1,819197,1,0,0,1,1,2,2,5,Not at intersection,3,40,Arterial Other,KNOX,-37.860752,145.28572,3155.0,True,Reservoir HS,27275.6
T20250012122,2025-07-05,08:45:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,818084,1,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,CASEY,-38.05012,145.28462,3805.0,True,Preston HS,42060.9
T20250007950,2025-07-02,14:00:00,6,Vehicle overturned (no collision),6,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,816574,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Other,EAST GIPPSLAND,-36.783253,147.47478,3701.0,True,Reservoir HS,240300.4
T20240009007,2024-05-04,09:00:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,37115,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road,YARRA,-37.811188,144.99365,3121.0,True,Preston HS,7816.6
T20230029029,2023-08-12,08:55:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,791620,2,0,0,2,0,2,1,5,Not at intersection,3,60,Arterial Other,BASS COAST,-38.6134,145.59447,3995.0,True,Preston HS,109686.0
T20220027582,2022-05-12,12:42:00,1,Collision with vehicle,2,Monday,140,U TURN,1,741485,2,0,1,1,0,2,1,5,Not at intersection,2,60,Arterial Highway,MOUNT ALEXANDER,-37.07042,144.23347,3450.0,True,William Ruthven SC,97312.3
T20240002586,2024-02-02,10:37:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,797350,2,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,YARRA,-37.8192,145.00533,3121.0,True,Preston HS,8619.0
T20230013283,2023-07-06,16:40:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,775750,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other,MARIBYRNONG,-37.792213,144.89291,3011.0,True,Preston HS,11502.0
T20250012523,2025-10-05,16:39:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,47861,1,0,1,0,1,2,1,2,T intersection,2,40,Arterial Other,BOROONDARA,-37.830055,145.05522,3123.0,True,Preston HS,10696.0
T20220017727,2022-08-08,13:05:00,6,Vehicle overturned (no collision),2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,720938,1,0,0,1,0,1,1,2,T intersection,3,80,Local Road,YARRA RANGES,-37.765545,145.30394,3116.0,True,Reservoir HS,24611.8
T20240031204,2024-05-12,19:50:00,1,Collision with vehicle,5,Thursday,159,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,2,62407,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,DAREBIN,-37.71813,145.01915,3073.0,True,Reservoir HS,1018.9
T20220019736,2022-01-09,05:13:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,6,299903,1,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,WHITTLESEA,-37.598965,145.08197,3754.0,True,William Ruthven SC,12886.9
T20220020492,2022-10-09,13:37:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,277152,1,1,0,0,1,2,1,2,T intersection,1,60,Arterial Highway,PORT PHILLIP,-37.829544,144.96378,3205.0,True,Preston HS,10483.4
T20230002940,2023-05-02,21:25:00,4,Collision with a fixed object,1,Sunday,151,OUT OF CONTROL (OVERTAKING),2,778529,1,0,0,1,0,1,2,3,Y intersection,3,80,Local Road,MORNINGTON PENINSULA,-38.232803,145.12177,3933.0,True,Preston HS,55525.1
T20220007363,2022-02-04,10:10:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,711572,1,0,1,0,0,1,2,5,Not at intersection,2,80,,KINGSTON,-38.00622,145.10417,3195.0,True,Preston HS,30622.4
T20210007776,2021-07-04,15:20:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,684843,2,0,0,1,1,2,1,5,Not at intersection,3,999,Arterial Other,WYNDHAM,-37.851562,144.71753,3029.0,True,Preston HS,28223.8
T20230005202,2023-04-03,12:20:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,51595,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Highway,BENDIGO,-36.755657,144.26366,3550.0,True,William Ruthven SC,123411.3
T20240014553,2024-07-06,13:58:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,804873,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,MORNINGTON PENINSULA,-38.184284,145.08533,3930.0,True,Preston HS,49688.7
T20230015673,2023-06-07,16:48:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,278513,2,0,0,1,5,6,1,1,Cross intersection,3,50,Local Road,CASEY,-38.110306,145.3241,3978.0,True,Preston HS,49528.0
T20220027489,2022-03-12,15:45:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,40160,2,0,1,0,1,2,2,2,T intersection,2,999,Arterial Other,PORT PHILLIP,-37.860397,145.00111,3183.0,True,Preston HS,13209.0
T20210013158,2021-11-06,07:00:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,2,691098,2,0,1,0,0,1,2,5,Not at intersection,2,60,Arterial Other,BAYSIDE,-37.89813,144.99257,3186.0,True,Preston HS,17441.0
T20240011169,2024-03-05,10:27:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,29416,1,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,MELBOURNE,-37.81907,144.95415,3008.0,True,Preston HS,9781.1
T20250009160,2025-05-04,03:01:00,1,Collision with vehicle,6,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,817048,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,HUME,-37.64331,144.93108,3048.0,True,William Ruthven SC,8665.6
T20250009403,2025-07-04,18:45:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,3,44667,2,0,2,0,1,3,1,2,T intersection,2,60,Arterial Other,HUME,-37.664803,144.93105,3048.0,True,William Ruthven SC,7248.1
T20230008573,2023-12-04,14:36:00,2,Struck Pedestrian,3,Wednesday,105,PED WALKING AGAINST TRAFFIC.,1,767487,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,BOROONDARA,-37.79942,145.05147,3102.0,True,Preston HS,7510.2
